premise	hypothesis	entailment	reasoning_type	function_name	g_id
James is hiking. Sophia is running.	Sophia is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
James is hiking. Sophia is running.	Sophia is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
James is hiking. Emma is running.	James is moving.	entailment	motion	two_motion_two_hop_jerund	0
James is hiking. Emma is running.	James is in motion.	entailment	motion	two_motion_two_hop_jerund	0
James is hiking. Emma is running.	James is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
James is hiking. Emma is running.	James is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
James is hiking. Emma is running.	Emma is moving.	entailment	motion	two_motion_two_hop_jerund	0
James is hiking. Emma is running.	Emma is in motion.	entailment	motion	two_motion_two_hop_jerund	0
James is hiking. Emma is running.	Emma is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
James is hiking. Emma is running.	Emma is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Robert is hiking. James is running.	Robert is moving.	entailment	motion	two_motion_two_hop_jerund	0
Robert is hiking. James is running.	Robert is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Robert is hiking. James is running.	Robert is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Robert is hiking. James is running.	Robert is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Robert is hiking. James is running.	James is moving.	entailment	motion	two_motion_two_hop_jerund	0
Robert is hiking. James is running.	James is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Robert is hiking. James is running.	James is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Robert is hiking. James is running.	James is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Robert is hiking. Sophia is running.	Robert is moving.	entailment	motion	two_motion_two_hop_jerund	0
Robert is hiking. Sophia is running.	Robert is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Robert is hiking. Sophia is running.	Robert is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Robert is hiking. Sophia is running.	Robert is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Robert is hiking. Sophia is running.	Sophia is moving.	entailment	motion	two_motion_two_hop_jerund	0
Robert is hiking. Sophia is running.	Sophia is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Robert is hiking. Sophia is running.	Sophia is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Robert is hiking. Sophia is running.	Sophia is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Robert is hiking. Emma is running.	Robert is moving.	entailment	motion	two_motion_two_hop_jerund	0
Robert is hiking. Emma is running.	Robert is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Robert is hiking. Emma is running.	Robert is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Robert is hiking. Emma is running.	Robert is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Robert is hiking. Emma is running.	Emma is moving.	entailment	motion	two_motion_two_hop_jerund	0
Robert is hiking. Emma is running.	Emma is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Robert is hiking. Emma is running.	Emma is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Robert is hiking. Emma is running.	Emma is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Sophia is hiking. James is running.	Sophia is moving.	entailment	motion	two_motion_two_hop_jerund	0
Sophia is hiking. James is running.	Sophia is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Sophia is hiking. James is running.	Sophia is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Sophia is hiking. James is running.	Sophia is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Sophia is hiking. James is running.	James is moving.	entailment	motion	two_motion_two_hop_jerund	0
Sophia is hiking. James is running.	James is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Sophia is hiking. James is running.	James is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Sophia is hiking. James is running.	James is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Sophia is hiking. Robert is running.	Sophia is moving.	entailment	motion	two_motion_two_hop_jerund	0
Sophia is hiking. Robert is running.	Sophia is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Sophia is hiking. Robert is running.	Sophia is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Sophia is hiking. Robert is running.	Sophia is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Sophia is hiking. Robert is running.	Robert is moving.	entailment	motion	two_motion_two_hop_jerund	0
Sophia is hiking. Robert is running.	Robert is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Sophia is hiking. Robert is running.	Robert is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Sophia is hiking. Robert is running.	Robert is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Sophia is hiking. Emma is running.	Sophia is moving.	entailment	motion	two_motion_two_hop_jerund	0
Sophia is hiking. Emma is running.	Sophia is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Sophia is hiking. Emma is running.	Sophia is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Sophia is hiking. Emma is running.	Sophia is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Sophia is hiking. Emma is running.	Emma is moving.	entailment	motion	two_motion_two_hop_jerund	0
Sophia is hiking. Emma is running.	Emma is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Sophia is hiking. Emma is running.	Emma is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Sophia is hiking. Emma is running.	Emma is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Emma is hiking. James is running.	Emma is moving.	entailment	motion	two_motion_two_hop_jerund	0
Emma is hiking. James is running.	Emma is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Emma is hiking. James is running.	Emma is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Emma is hiking. James is running.	Emma is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Emma is hiking. James is running.	James is moving.	entailment	motion	two_motion_two_hop_jerund	0
Emma is hiking. James is running.	James is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Emma is hiking. James is running.	James is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Emma is hiking. James is running.	James is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Emma is hiking. Robert is running.	Emma is moving.	entailment	motion	two_motion_two_hop_jerund	0
Emma is hiking. Robert is running.	Emma is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Emma is hiking. Robert is running.	Emma is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Emma is hiking. Robert is running.	Emma is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Emma is hiking. Robert is running.	Robert is moving.	entailment	motion	two_motion_two_hop_jerund	0
Emma is hiking. Robert is running.	Robert is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Emma is hiking. Robert is running.	Robert is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Emma is hiking. Robert is running.	Robert is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Emma is hiking. Sophia is running.	Emma is moving.	entailment	motion	two_motion_two_hop_jerund	0
Emma is hiking. Sophia is running.	Emma is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Emma is hiking. Sophia is running.	Emma is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Emma is hiking. Sophia is running.	Emma is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Emma is hiking. Sophia is running.	Sophia is moving.	entailment	motion	two_motion_two_hop_jerund	0
Emma is hiking. Sophia is running.	Sophia is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Emma is hiking. Sophia is running.	Sophia is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Emma is hiking. Sophia is running.	Sophia is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
James is hiking. Robert is hiking.	James is moving.	entailment	motion	two_motion_two_hop_jerund	0
James is hiking. Robert is hiking.	James is in motion.	entailment	motion	two_motion_two_hop_jerund	0
James is hiking. Robert is hiking.	James is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
James is hiking. Robert is hiking.	James is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
James is hiking. Robert is hiking.	Robert is moving.	entailment	motion	two_motion_two_hop_jerund	0
James is hiking. Robert is hiking.	Robert is in motion.	entailment	motion	two_motion_two_hop_jerund	0
James is hiking. Robert is hiking.	Robert is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
James is hiking. Robert is hiking.	Robert is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
James is hiking. Sophia is hiking.	James is moving.	entailment	motion	two_motion_two_hop_jerund	0
James is hiking. Sophia is hiking.	James is in motion.	entailment	motion	two_motion_two_hop_jerund	0
James is hiking. Sophia is hiking.	James is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
James is hiking. Sophia is hiking.	James is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
James is hiking. Sophia is hiking.	Sophia is moving.	entailment	motion	two_motion_two_hop_jerund	0
James is hiking. Sophia is hiking.	Sophia is in motion.	entailment	motion	two_motion_two_hop_jerund	0
James is hiking. Sophia is hiking.	Sophia is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
James is hiking. Sophia is hiking.	Sophia is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
James is hiking. Emma is hiking.	James is moving.	entailment	motion	two_motion_two_hop_jerund	0
James is hiking. Emma is hiking.	James is in motion.	entailment	motion	two_motion_two_hop_jerund	0
James is hiking. Emma is hiking.	James is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
James is hiking. Emma is hiking.	James is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
James is hiking. Emma is hiking.	Emma is moving.	entailment	motion	two_motion_two_hop_jerund	0
James is hiking. Emma is hiking.	Emma is in motion.	entailment	motion	two_motion_two_hop_jerund	0
James is hiking. Emma is hiking.	Emma is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
James is hiking. Emma is hiking.	Emma is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Robert is hiking. James is hiking.	Robert is moving.	entailment	motion	two_motion_two_hop_jerund	0
Robert is hiking. James is hiking.	Robert is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Robert is hiking. James is hiking.	Robert is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Robert is hiking. James is hiking.	Robert is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Robert is hiking. James is hiking.	James is moving.	entailment	motion	two_motion_two_hop_jerund	0
Robert is hiking. James is hiking.	James is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Robert is hiking. James is hiking.	James is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Robert is hiking. James is hiking.	James is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Robert is hiking. Sophia is hiking.	Robert is moving.	entailment	motion	two_motion_two_hop_jerund	0
Robert is hiking. Sophia is hiking.	Robert is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Robert is hiking. Sophia is hiking.	Robert is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Robert is hiking. Sophia is hiking.	Robert is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Robert is hiking. Sophia is hiking.	Sophia is moving.	entailment	motion	two_motion_two_hop_jerund	0
Robert is hiking. Sophia is hiking.	Sophia is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Robert is hiking. Sophia is hiking.	Sophia is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Robert is hiking. Sophia is hiking.	Sophia is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Robert is hiking. Emma is hiking.	Robert is moving.	entailment	motion	two_motion_two_hop_jerund	0
Robert is hiking. Emma is hiking.	Robert is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Robert is hiking. Emma is hiking.	Robert is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Robert is hiking. Emma is hiking.	Robert is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Robert is hiking. Emma is hiking.	Emma is moving.	entailment	motion	two_motion_two_hop_jerund	0
Robert is hiking. Emma is hiking.	Emma is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Robert is hiking. Emma is hiking.	Emma is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Robert is hiking. Emma is hiking.	Emma is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
